comparison,overall_fst,n1,n2
str_CRA.2009~str_FRZ.2000,0.5136,21,6
str_CRA.2009~str_FRZ.2017,0.2839,21,14
str_CRA.2009~str_GAN.2000,0.4653,21,6
str_CRA.2009~str_GAN.2017,0.2168,21,17
str_CRA.2009~str_GOC.2017,0.3382,21,10
str_CRA.2009~str_HAN.2012,0.2115,21,18
str_CRA.2009~str_INC.1998,0.8047,21,1
str_CRA.2009~str_INK.2000,0.5418,21,4
str_CRA.2009~str_INK.2013,0.6547,21,2
str_CRA.2009~str_INK.2016,0.6274,21,2
str_CRA.2009~str_IPL.2016,0.2435,21,10
str_CRA.2009~str_JCC.2017,0.3372,21,15
str_CRA.2009~str_LEE.2016,0.3761,21,11
str_CRA.2009~str_LIN.2000,0.4103,21,8
str_CRA.2009~str_LIN.2017,0.421,21,5
str_CRA.2009~str_LJK.2009,0.2186,21,12
str_CRA.2009~str_LJK.2015,0.4261,21,10
str_CRA.2009~str_LNF.2016,0.3813,21,12
str_CRA.2009~str_LNG.2012,0.2814,21,5
str_CRA.2009~str_LON.2011,0.1876,21,12
str_CRA.2009~str_LON.2016,0.3709,21,3
str_CRA.2009~str_LTA.2000,0.2734,21,3
str_CRA.2009~str_LWF.2015,0.4564,21,9
str_CRA.2009~str_MAC.2016,0.298,21,17
str_CRA.2009~str_MAE.2016,0.3298,21,5
str_CRA.2009~str_MAR.2017,0.1539,21,20
str_CRA.2009~str_MAU.2016,0.3496,21,4
str_CRA.2009~str_MEI.2017,0.2006,21,17
str_CRA.2009~str_MHK.2000,0.1257,21,20
str_CRA.2009~str_MHK.2016,0.1372,21,5
str_CRA.2009~str_MIL.2015,0.3736,21,20
str_CRA.2009~str_MIL.2017,0.432,21,17
str_CRA.2009~str_MOH.2013,0.1637,21,10
str_CRA.2009~str_MPH.2011,0.4695,21,12
str_CRA.2009~str_MRB.2016,0.2691,21,5
str_CRA.2009~str_MRV.2016,0.286,21,5
str_CRA.2009~str_MSQ.2000,0.3862,21,3
str_CRA.2009~str_MUR.2017,0.3376,21,14
str_CRA.2009~str_NFB.2016,0.3029,21,7
str_CRA.2009~str_NFC.2012,0.26,21,16
str_CRA.2009~str_NFG.2009,0.3339,21,7
str_CRA.2009~str_OHR.2011,0.5388,21,1
str_CRA.2009~str_PEC.2018,0.2344,21,15
str_CRA.2009~str_PKC.2000,0.36,21,2
str_CRA.2009~str_POI.2017,0.2468,21,16
str_CRA.2009~str_POL.2016,0.2726,21,19
str_CRA.2009~str_ROC.2009,0.1669,21,14
str_CRA.2009~str_ROC.2017,0.2109,21,8
str_CRA.2009~str_SEC.2010,0.3397,21,6
str_CRA.2009~str_SHE.2010,0.3447,21,3
str_CRA.2009~str_SIL.2015,0.4554,21,6
str_CRA.2009~str_SLK.2015,0.3652,21,20
str_CRA.2009~str_SNO.2010,0.2388,21,8
str_CRA.2009~str_TCR.2002,0.2127,21,9
str_CRA.2009~str_TCR.2017,0.1696,21,14
str_CRA.2009~str_TNY.2001,0.2048,21,12
str_CRA.2009~str_TNY.2012,0.145,21,3
str_CRA.2009~str_TOJ.2017,0.1699,21,17
str_CRA.2009~str_TRB.2010,0.2242,21,8
str_CRA.2009~str_UNK.0,0.5681,21,1
str_CRA.2009~str_UWF.2015,0.4875,21,9
str_CRA.2009~str_WAC.1997,0.2601,21,17
str_CRA.2009~str_WAC.2016,0.3195,21,8
str_CRA.2009~str_WHO.2011,0.2217,21,8
str_CRA.2009~str_WIC.2000,0.2315,21,16
str_CRA.2009~str_WIC.2017,0.3527,21,11
str_CRA.2009~str_WIL.1996,0.1226,21,8
str_CRA.2009~str_WLN.2009,0.1942,21,14
str_CRA.2009~str_WLN.2017,0.221,21,8
str_CRA.2009~str_WMR.2000,0.4358,21,2
str_CRA.2009~str_WMR.2016,0.325,21,5
str_CWC.2000~str_DIX.2011,0.5039,9,6
str_CWC.2000~str_DIX.2014,0.4045,9,3
str_CWC.2000~str_EFC.2017,0.3303,9,8
str_CWC.2000~str_FCC.2017,0.2815,9,9
str_CWC.2000~str_FOR.1997,0.2074,9,7
str_CWC.2000~str_FOR.2017,0.1862,9,16
str_CWC.2000~str_FRZ.1997,0.3032,9,5
str_CWC.2000~str_FRZ.2000,0.3941,9,6
str_CWC.2000~str_FRZ.2017,0.2536,9,14
str_CWC.2000~str_GAN.2000,0.2607,9,6
str_CWC.2000~str_GAN.2017,0.1639,9,17
str_CWC.2000~str_GOC.2017,0.3227,9,10
str_CWC.2000~str_HAN.2012,0.1548,9,18
str_CWC.2000~str_INC.1998,0.6522,9,1
str_CWC.2000~str_INK.2000,0.3583,9,4
str_CWC.2000~str_INK.2013,0.5032,9,2
str_CWC.2000~str_INK.2016,0.5508,9,2
str_CWC.2000~str_IPL.2016,0.2194,9,10
str_CWC.2000~str_JCC.2017,0.2323,9,15
str_CWC.2000~str_LEE.2016,0.2499,9,11
str_CWC.2000~str_LIN.2000,0.3117,9,8
str_CWC.2000~str_LIN.2017,0.2606,9,5
str_CWC.2000~str_LJK.2009,0.1483,9,12
str_CWC.2000~str_LJK.2015,0.3013,9,10
str_CWC.2000~str_LNF.2016,0.3063,9,12
str_CWC.2000~str_LNG.2012,0.2372,9,5
str_CWC.2000~str_LON.2011,0.1932,9,12
str_CWC.2000~str_LON.2016,0.3158,9,3
str_CWC.2000~str_LTA.2000,0.0339,9,3
str_CWC.2000~str_LWF.2015,0.3331,9,9
str_CWC.2000~str_MAC.2016,0.2187,9,17
str_CWC.2000~str_MAE.2016,0.2543,9,5
str_CWC.2000~str_MAR.2017,0.1102,9,20
str_CWC.2000~str_MAU.2016,0.2334,9,4
str_CWC.2000~str_MEI.2017,0.1646,9,17
str_CWC.2000~str_MHK.2000,0.2386,9,20
str_CWC.2000~str_MHK.2016,0.175,9,5
str_CWC.2000~str_MIL.2015,0.3046,9,20
str_CWC.2000~str_MIL.2017,0.3828,9,17
str_CWC.2000~str_MOH.2013,0.0842,9,10
str_CWC.2000~str_MPH.2011,0.3972,9,12
str_CWC.2000~str_MRB.2016,0.1935,9,5
str_CWC.2000~str_MRV.2016,0.2958,9,5
str_CWC.2000~str_MSQ.2000,0.1196,9,3
str_CWC.2000~str_MUR.2017,0.2978,9,14
str_CWC.2000~str_NFB.2016,0.2953,9,7
str_CWC.2000~str_NFC.2012,0.3024,9,16
str_CWC.2000~str_NFG.2009,0.2585,9,7
str_CWC.2000~str_OHR.2011,0.5745,9,1
str_CWC.2000~str_PEC.2018,0.1661,9,15
str_CWC.2000~str_PKC.2000,0.063,9,2
str_CWC.2000~str_POI.2017,0.2,9,16
str_CWC.2000~str_POL.2016,0.2153,9,19
str_CWC.2000~str_ROC.2009,0.1333,9,14
str_CWC.2000~str_ROC.2017,0.1648,9,8
str_CWC.2000~str_SEC.2010,0.2871,9,6
str_CWC.2000~str_SHE.2010,0.3247,9,3
str_CWC.2000~str_SIL.2015,0.3596,9,6
str_CWC.2000~str_SLK.2015,0.283,9,20
str_CWC.2000~str_SNO.2010,0.2631,9,8
str_CWC.2000~str_TCR.2002,0.1641,9,9
str_CWC.2000~str_TCR.2017,0.1554,9,14
str_CWC.2000~str_TNY.2001,0.2186,9,12
str_CWC.2000~str_TNY.2012,0.2322,9,3
str_CWC.2000~str_TOJ.2017,0.1576,9,17
str_CWC.2000~str_TRB.2010,0.2212,9,8
str_CWC.2000~str_UNK.0,0.439,9,1
str_CWC.2000~str_UWF.2015,0.3771,9,9
str_CWC.2000~str_WAC.1997,0.2569,9,17
str_CWC.2000~str_WAC.2016,0.2443,9,8
str_CWC.2000~str_WHO.2011,0.0268,9,8
str_CWC.2000~str_WIC.2000,0.2176,9,16
str_CWC.2000~str_WIC.2017,0.3093,9,11
str_CWC.2000~str_WIL.1996,0.0184,9,8
str_CWC.2000~str_WLN.2009,0.1509,9,14
str_CWC.2000~str_WLN.2017,0.1478,9,8
str_CWC.2000~str_WMR.2000,0.3991,9,2
str_CWC.2000~str_WMR.2016,0.2503,9,5
str_DIX.2011~str_DIX.2014,0.1882,6,3
str_DIX.2011~str_EFC.2017,0.2047,6,8
str_DIX.2011~str_FCC.2017,0.2286,6,9
str_DIX.2011~str_FOR.1997,0.2189,6,7
str_DIX.2011~str_FOR.2017,0.2124,6,16
str_DIX.2011~str_FRZ.1997,0.3222,6,5
str_DIX.2011~str_FRZ.2000,0.3879,6,6
str_DIX.2011~str_FRZ.2017,0.3922,6,14
str_DIX.2011~str_GAN.2000,0.1369,6,6
str_DIX.2011~str_GAN.2017,0.2772,6,17
str_DIX.2011~str_GOC.2017,0.2123,6,10
str_DIX.2011~str_HAN.2012,0.2014,6,18
str_DIX.2011~str_INC.1998,0.4787,6,1
str_DIX.2011~str_INK.2000,0.1658,6,4
str_DIX.2011~str_INK.2013,0.2983,6,2
str_DIX.2011~str_INK.2016,0.3826,6,2
str_DIX.2011~str_IPL.2016,0.3603,6,10
str_DIX.2011~str_JCC.2017,0.2247,6,15
str_DIX.2011~str_LEE.2016,0.2408,6,11
str_DIX.2011~str_LIN.2000,0.4145,6,8
str_DIX.2011~str_LIN.2017,0.2822,6,5
str_DIX.2011~str_LJK.2009,0.1916,6,12
str_DIX.2011~str_LJK.2015,0.3272,6,10
str_DIX.2011~str_LNF.2016,0.3339,6,12
str_DIX.2011~str_LNG.2012,0.2621,6,5
str_DIX.2011~str_LON.2011,0.3213,6,12
str_DIX.2011~str_LON.2016,0.296,6,3
str_DIX.2011~str_LTA.2000,0.4226,6,3
str_DIX.2011~str_LWF.2015,0.1532,6,9
str_DIX.2011~str_MAC.2016,0.3442,6,17
str_DIX.2011~str_MAE.2016,0.271,6,5
str_DIX.2011~str_MAR.2017,0.3211,6,20
str_DIX.2011~str_MAU.2016,0.283,6,4
str_DIX.2011~str_MEI.2017,0.2993,6,17
str_DIX.2011~str_MHK.2000,0.5909,6,20
str_DIX.2011~str_MHK.2016,0.444,6,5
str_DIX.2011~str_MIL.2015,0.1517,6,20
str_DIX.2011~str_MIL.2017,0.2578,6,17
str_DIX.2011~str_MOH.2013,0.2608,6,10
str_DIX.2011~str_MPH.2011,0.1802,6,12
str_DIX.2011~str_MRB.2016,0.285,6,5
str_DIX.2011~str_MRV.2016,0.4074,6,5
str_DIX.2011~str_MSQ.2000,0.4489,6,3
str_DIX.2011~str_MUR.2017,0.2006,6,14
str_DIX.2011~str_NFB.2016,0.3786,6,7
str_DIX.2011~str_NFC.2012,0.5036,6,16
str_DIX.2011~str_NFG.2009,0.4049,6,7
str_DIX.2011~str_OHR.2011,0.3802,6,1
str_DIX.2011~str_PEC.2018,0.3161,6,15
str_DIX.2011~str_PKC.2000,0.4358,6,2
str_DIX.2011~str_POI.2017,0.2386,6,16
str_DIX.2011~str_POL.2016,0.3,6,19
str_DIX.2011~str_ROC.2009,0.3161,6,14
str_DIX.2011~str_ROC.2017,0.3006,6,8
str_DIX.2011~str_SEC.2010,0.3393,6,6
str_DIX.2011~str_SHE.2010,0.2476,6,3
str_DIX.2011~str_SIL.2015,0.2155,6,6
str_DIX.2011~str_SLK.2015,0.1254,6,20
str_DIX.2011~str_SNO.2010,0.3693,6,8
str_DIX.2011~str_TCR.2002,0.3228,6,9
str_DIX.2011~str_TCR.2017,0.3229,6,14
str_DIX.2011~str_TNY.2001,0.3826,6,12
str_DIX.2011~str_TNY.2012,0.3713,6,3
str_DIX.2011~str_TOJ.2017,0.3378,6,17
str_DIX.2011~str_TRB.2010,0.3063,6,8
str_DIX.2011~str_UNK.0,0.4268,6,1
str_DIX.2011~str_UWF.2015,0.1681,6,9
str_DIX.2011~str_WAC.1997,0.3678,6,17
str_DIX.2011~str_WAC.2016,0.3822,6,8
str_DIX.2011~str_WHO.2011,0.4029,6,8
str_DIX.2011~str_WIC.2000,0.3256,6,16
str_DIX.2011~str_WIC.2017,0.3462,6,11
str_DIX.2011~str_WIL.1996,0.3665,6,8
str_DIX.2011~str_WLN.2009,0.3037,6,14
str_DIX.2011~str_WLN.2017,0.3473,6,8
str_DIX.2011~str_WMR.2000,0.3657,6,2
str_DIX.2011~str_WMR.2016,0.3193,6,5
str_DIX.2014~str_EFC.2017,0.2503,3,8
str_DIX.2014~str_FCC.2017,0.1175,3,9
str_DIX.2014~str_FOR.1997,0.0716,3,7
str_DIX.2014~str_FOR.2017,0.0799,3,16
str_DIX.2014~str_FRZ.1997,0.1023,3,5
str_DIX.2014~str_FRZ.2000,0.1321,3,6
str_DIX.2014~str_FRZ.2017,0.1607,3,14
str_DIX.2014~str_GAN.2000,0.0504,3,6
str_DIX.2014~str_GAN.2017,0.1533,3,17
str_DIX.2014~str_GOC.2017,0.2774,3,10
str_DIX.2014~str_HAN.2012,0.1782,3,18
str_DIX.2014~str_INC.1998,0.3685,3,1
str_DIX.2014~str_INK.2000,0.1293,3,4
str_DIX.2014~str_INK.2013,0.2156,3,2
str_DIX.2014~str_INK.2016,0.3064,3,2
str_DIX.2014~str_IPL.2016,0.2501,3,10
str_DIX.2014~str_JCC.2017,0.1275,3,15
str_DIX.2014~str_LEE.2016,0.0453,3,11
str_DIX.2014~str_LIN.2000,0.3907,3,8
str_DIX.2014~str_LIN.2017,0.1354,3,5
str_DIX.2014~str_LJK.2009,0.0343,3,12
str_DIX.2014~str_LJK.2015,0.1961,3,10
str_DIX.2014~str_LNF.2016,0.2376,3,12
str_DIX.2014~str_LNG.2012,0.1482,3,5
str_DIX.2014~str_LON.2011,0.213,3,12
str_DIX.2014~str_LON.2016,0.1393,3,3
str_DIX.2014~str_LTA.2000,0.3615,3,3
str_DIX.2014~str_LWF.2015,0.0432,3,9
str_DIX.2014~str_MAC.2016,0.2245,3,17
str_DIX.2014~str_MAE.2016,0.0463,3,5
str_DIX.2014~str_MAR.2017,0.1077,3,20
str_DIX.2014~str_MAU.2016,0.0517,3,4
str_DIX.2014~str_MEI.2017,0.2099,3,17
str_DIX.2014~str_MHK.2000,0.5831,3,20
str_DIX.2014~str_MHK.2016,0.4462,3,5
str_DIX.2014~str_MIL.2015,0.2154,3,20
str_DIX.2014~str_MIL.2017,0.4166,3,17
str_DIX.2014~str_MOH.2013,0.1518,3,10
str_DIX.2014~str_MPH.2011,0.3119,3,12
str_DIX.2014~str_MRB.2016,0.094,3,5
str_DIX.2014~str_MRV.2016,0.3645,3,5
str_DIX.2014~str_MSQ.2000,0.339,3,3
str_DIX.2014~str_MUR.2017,0.2797,3,14
str_DIX.2014~str_NFB.2016,0.3326,3,7
str_DIX.2014~str_NFC.2012,0.5011,3,16
str_DIX.2014~str_NFG.2009,0.4055,3,7
str_DIX.2014~str_OHR.2011,0.4696,3,1
str_DIX.2014~str_PEC.2018,0.1127,3,15
str_DIX.2014~str_PKC.2000,0.3802,3,2
str_DIX.2014~str_POI.2017,0.1749,3,16
str_DIX.2014~str_POL.2016,0.1781,3,19
str_DIX.2014~str_ROC.2009,0.1336,3,14
str_DIX.2014~str_ROC.2017,0.1769,3,8
str_DIX.2014~str_SEC.2010,0.2023,3,6
str_DIX.2014~str_SHE.2010,0.1681,3,3
str_DIX.2014~str_SIL.2015,0.2244,3,6
str_DIX.2014~str_SLK.2015,0.1968,3,20
str_DIX.2014~str_SNO.2010,0.2587,3,8
str_DIX.2014~str_TCR.2002,0.0981,3,9
str_DIX.2014~str_TCR.2017,0.1588,3,14
str_DIX.2014~str_TNY.2001,0.2927,3,12
str_DIX.2014~str_TNY.2012,0.299,3,3
str_DIX.2014~str_TOJ.2017,0.1684,3,17
str_DIX.2014~str_TRB.2010,0.2166,3,8
str_DIX.2014~str_UNK.0,0.4381,3,1
str_DIX.2014~str_UWF.2015,0.1496,3,9
str_DIX.2014~str_WAC.1997,0.2755,3,17
str_DIX.2014~str_WAC.2016,0.3356,3,8
str_DIX.2014~str_WHO.2011,0.3177,3,8
str_DIX.2014~str_WIC.2000,0.1223,3,16
str_DIX.2014~str_WIC.2017,0.1795,3,11
str_DIX.2014~str_WIL.1996,0.2721,3,8
str_DIX.2014~str_WLN.2009,0.1128,3,14
str_DIX.2014~str_WLN.2017,0.2212,3,8
str_DIX.2014~str_WMR.2000,0.2957,3,2
str_DIX.2014~str_WMR.2016,0.204,3,5
str_EFC.2017~str_FCC.2017,0.2285,8,9
str_EFC.2017~str_FOR.1997,0.1712,8,7
str_EFC.2017~str_FOR.2017,0.1908,8,16
str_EFC.2017~str_FRZ.1997,0.1745,8,5
str_EFC.2017~str_FRZ.2000,0.312,8,6
str_EFC.2017~str_FRZ.2017,0.2685,8,14
str_EFC.2017~str_GAN.2000,0.1598,8,6
str_EFC.2017~str_GAN.2017,0.202,8,17
str_EFC.2017~str_GOC.2017,0.0137,8,10
str_EFC.2017~str_HAN.2012,0.1216,8,18
str_EFC.2017~str_INC.1998,0.4175,8,1
str_EFC.2017~str_INK.2000,0.2563,8,4
str_EFC.2017~str_INK.2013,0.2854,8,2
str_EFC.2017~str_INK.2016,0.3286,8,2
str_EFC.2017~str_IPL.2016,0.1969,8,10
str_EFC.2017~str_JCC.2017,0.2393,8,15
str_EFC.2017~str_LEE.2016,0.2275,8,11
str_EFC.2017~str_LIN.2000,0.211,8,8
str_EFC.2017~str_LIN.2017,0.2218,8,5
str_EFC.2017~str_LJK.2009,0.1366,8,12
str_EFC.2017~str_LJK.2015,0.246,8,10
str_EFC.2017~str_LNF.2016,0.2519,8,12
str_EFC.2017~str_LNG.2012,0.1371,8,5
str_EFC.2017~str_LON.2011,0.2185,8,12
str_EFC.2017~str_LON.2016,0.202,8,3
str_EFC.2017~str_LTA.2000,0.2369,8,3
str_EFC.2017~str_LWF.2015,0.1761,8,9
str_EFC.2017~str_MAC.2016,0.244,8,17
str_EFC.2017~str_MAE.2016,0.1856,8,5
str_EFC.2017~str_MAR.2017,0.2115,8,20
str_EFC.2017~str_MAU.2016,0.2055,8,4
str_EFC.2017~str_MEI.2017,0.1858,8,17
str_EFC.2017~str_MHK.2000,0.376,8,20
str_EFC.2017~str_MHK.2016,0.2529,8,5
str_EFC.2017~str_MIL.2015,0.1173,8,20
str_EFC.2017~str_MIL.2017,0.1772,8,17
str_EFC.2017~str_MOH.2013,0.1439,8,10
str_EFC.2017~str_MPH.2011,0.1201,8,12
str_EFC.2017~str_MRB.2016,0.1661,8,5
str_EFC.2017~str_MRV.2016,0.2685,8,5
str_EFC.2017~str_MSQ.2000,0.2888,8,3
str_EFC.2017~str_MUR.2017,0.0291,8,14
str_EFC.2017~str_NFB.2016,0.1747,8,7
str_EFC.2017~str_NFC.2012,0.3361,8,16
str_EFC.2017~str_NFG.2009,0.253,8,7
str_EFC.2017~str_OHR.2011,0.2787,8,1
str_EFC.2017~str_PEC.2018,0.2061,8,15
str_EFC.2017~str_PKC.2000,0.2713,8,2
str_EFC.2017~str_POI.2017,0.0762,8,16
str_EFC.2017~str_POL.2016,0.2063,8,19
str_EFC.2017~str_ROC.2009,0.2071,8,14
str_EFC.2017~str_ROC.2017,0.2188,8,8
str_EFC.2017~str_SEC.2010,0.2432,8,6
str_EFC.2017~str_SHE.2010,0.1485,8,3
str_EFC.2017~str_SIL.2015,0.1589,8,6
str_EFC.2017~str_SLK.2015,0.108,8,20
str_EFC.2017~str_SNO.2010,0.2273,8,8
str_EFC.2017~str_TCR.2002,0.2127,8,9
str_EFC.2017~str_TCR.2017,0.2111,8,14
str_EFC.2017~str_TNY.2001,0.2161,8,12
str_EFC.2017~str_TNY.2012,0.1914,8,3
str_EFC.2017~str_TOJ.2017,0.2252,8,17
str_EFC.2017~str_TRB.2010,0.1764,8,8
str_EFC.2017~str_UNK.0,0.247,8,1
str_EFC.2017~str_UWF.2015,0.1729,8,9
str_EFC.2017~str_WAC.1997,0.2028,8,17
str_EFC.2017~str_WAC.2016,0.1896,8,8
str_EFC.2017~str_WHO.2011,0.2436,8,8
str_EFC.2017~str_WIC.2000,0.2411,8,16
str_EFC.2017~str_WIC.2017,0.2722,8,11
str_EFC.2017~str_WIL.1996,0.1885,8,8
str_EFC.2017~str_WLN.2009,0.1805,8,14
str_EFC.2017~str_WLN.2017,0.1918,8,8
str_EFC.2017~str_WMR.2000,0.2771,8,2
str_EFC.2017~str_WMR.2016,0.2061,8,5
str_FCC.2017~str_FOR.1997,0.1292,9,7
str_FCC.2017~str_FOR.2017,0.1747,9,16
str_FCC.2017~str_FRZ.1997,0.091,9,5
str_FCC.2017~str_FRZ.2000,0.2088,9,6
str_FCC.2017~str_FRZ.2017,0.2946,9,14
str_FCC.2017~str_GAN.2000,0.0675,9,6
str_FCC.2017~str_GAN.2017,0.2582,9,17
str_FCC.2017~str_GOC.2017,0.263,9,10
str_FCC.2017~str_HAN.2012,0.239,9,18
str_FCC.2017~str_INC.1998,0.1291,9,1
str_FCC.2017~str_INK.2000,0.0823,9,4
str_FCC.2017~str_INK.2013,0.0843,9,2
str_FCC.2017~str_INK.2016,0.0748,9,2
str_FCC.2017~str_IPL.2016,0.2344,9,10
str_FCC.2017~str_JCC.2017,0.1895,9,15
str_FCC.2017~str_LEE.2016,0.1479,9,11
str_FCC.2017~str_LIN.2000,0.1633,9,8
str_FCC.2017~str_LIN.2017,0.0977,9,5
str_FCC.2017~str_LJK.2009,0.1731,9,12
str_FCC.2017~str_LJK.2015,0.0792,9,10
str_FCC.2017~str_LNF.2016,0.2045,9,12
str_FCC.2017~str_LNG.2012,0.1375,9,5
str_FCC.2017~str_LON.2011,0.2396,9,12
str_FCC.2017~str_LON.2016,0.1087,9,3
str_FCC.2017~str_LTA.2000,0.0791,9,3
str_FCC.2017~str_LWF.2015,0.1326,9,9
str_FCC.2017~str_MAC.2016,0.2525,9,17
str_FCC.2017~str_MAE.2016,0.1455,9,5
str_FCC.2017~str_MAR.2017,0.3033,9,20
str_FCC.2017~str_MAU.2016,0.1084,9,4
str_FCC.2017~str_MEI.2017,0.2481,9,17
str_FCC.2017~str_MHK.2000,0.3836,9,20
str_FCC.2017~str_MHK.2016,0.1916,9,5
str_FCC.2017~str_MIL.2015,0.2514,9,20
str_FCC.2017~str_MIL.2017,0.3641,9,17
str_FCC.2017~str_MOH.2013,0.2107,9,10
str_FCC.2017~str_MPH.2011,0.2331,9,12
str_FCC.2017~str_MRB.2016,0.1301,9,5
str_FCC.2017~str_MRV.2016,0.2001,9,5
str_FCC.2017~str_MSQ.2000,0.1599,9,3
str_FCC.2017~str_MUR.2017,0.2661,9,14
str_FCC.2017~str_NFB.2016,0.1553,9,7
str_FCC.2017~str_NFC.2012,0.3272,9,16
str_FCC.2017~str_NFG.2009,0.2205,9,7
str_FCC.2017~str_OHR.2011,-0.0242,9,1
str_FCC.2017~str_PEC.2018,0.2598,9,15
str_FCC.2017~str_PKC.2000,0.1106,9,2
str_FCC.2017~str_POI.2017,0.2087,9,16
str_FCC.2017~str_POL.2016,0.22,9,19
str_FCC.2017~str_ROC.2009,0.2599,9,14
str_FCC.2017~str_ROC.2017,0.2182,9,8
str_FCC.2017~str_SEC.2010,0.1981,9,6
str_FCC.2017~str_SHE.2010,0.0998,9,3
str_FCC.2017~str_SIL.2015,0.1121,9,6
str_FCC.2017~str_SLK.2015,0.2154,9,20
str_FCC.2017~str_SNO.2010,0.2191,9,8
str_FCC.2017~str_TCR.2002,0.2025,9,9
str_FCC.2017~str_TCR.2017,0.2632,9,14
str_FCC.2017~str_TNY.2001,0.2253,9,12
str_FCC.2017~str_TNY.2012,0.1118,9,3
str_FCC.2017~str_TOJ.2017,0.3085,9,17
str_FCC.2017~str_TRB.2010,0.2024,9,8
str_FCC.2017~str_UNK.0,-0.0499,9,1
str_FCC.2017~str_UWF.2015,0.1415,9,9
str_FCC.2017~str_WAC.1997,0.2516,9,17
str_FCC.2017~str_WAC.2016,0.1769,9,8
str_FCC.2017~str_WHO.2011,0.2108,9,8
str_FCC.2017~str_WIC.2000,0.2741,9,16
str_FCC.2017~str_WIC.2017,0.2647,9,11
str_FCC.2017~str_WIL.1996,0.1371,9,8
str_FCC.2017~str_WLN.2009,0.2738,9,14
str_FCC.2017~str_WLN.2017,0.2015,9,8
str_FCC.2017~str_WMR.2000,0.0265,9,2
str_FCC.2017~str_WMR.2016,0.1552,9,5
str_FOR.1997~str_FOR.2017,-2e-04,7,16
str_FOR.1997~str_FRZ.1997,0.0322,7,5
str_FOR.1997~str_FRZ.2000,0.1582,7,6
str_FOR.1997~str_FRZ.2017,0.1727,7,14
str_FOR.1997~str_GAN.2000,-3e-04,7,6
str_FOR.1997~str_GAN.2017,0.0947,7,17
str_FOR.1997~str_GOC.2017,0.1781,7,10
str_FOR.1997~str_HAN.2012,0.0894,7,18
str_FOR.1997~str_INC.1998,0.3215,7,1
str_FOR.1997~str_INK.2000,0.0436,7,4
str_FOR.1997~str_INK.2013,0.0898,7,2
str_FOR.1997~str_INK.2016,0.0997,7,2
str_FOR.1997~str_IPL.2016,0.1183,7,10
str_FOR.1997~str_JCC.2017,0.139,7,15
str_FOR.1997~str_LEE.2016,0.0424,7,11
str_FOR.1997~str_LIN.2000,0.146,7,8
str_FOR.1997~str_LIN.2017,0.0819,7,5
str_FOR.1997~str_LJK.2009,0.0505,7,12
str_FOR.1997~str_LJK.2015,0.0451,7,10
str_FOR.1997~str_LNF.2016,0.093,7,12
str_FOR.1997~str_LNG.2012,0.033,7,5
str_FOR.1997~str_LON.2011,0.1131,7,12
str_FOR.1997~str_LON.2016,0.0281,7,3
str_FOR.1997~str_LTA.2000,0.0404,7,3
str_FOR.1997~str_LWF.2015,0.11,7,9
str_FOR.1997~str_MAC.2016,0.1279,7,17
str_FOR.1997~str_MAE.2016,0.0378,7,5
str_FOR.1997~str_MAR.2017,0.0755,7,20
str_FOR.1997~str_MAU.2016,0.0145,7,4
str_FOR.1997~str_MEI.2017,0.0934,7,17
str_FOR.1997~str_MHK.2000,0.2797,7,20
str_FOR.1997~str_MHK.2016,0.1304,7,5
str_FOR.1997~str_MIL.2015,0.1559,7,20
str_FOR.1997~str_MIL.2017,0.2716,7,17
str_FOR.1997~str_MOH.2013,0.0997,7,10
str_FOR.1997~str_MPH.2011,0.1758,7,12
str_FOR.1997~str_MRB.2016,0.0175,7,5
str_FOR.1997~str_MRV.2016,0.0912,7,5
str_FOR.1997~str_MSQ.2000,0.1248,7,3
str_FOR.1997~str_MUR.2017,0.1594,7,14
str_FOR.1997~str_NFB.2016,0.0979,7,7
str_FOR.1997~str_NFC.2012,0.2043,7,16
str_FOR.1997~str_NFG.2009,0.1327,7,7
str_FOR.1997~str_OHR.2011,-0.0477,7,1
str_FOR.1997~str_PEC.2018,0.0868,7,15
str_FOR.1997~str_PKC.2000,0.0607,7,2
str_FOR.1997~str_POI.2017,0.0947,7,16
str_FOR.1997~str_POL.2016,0.0985,7,19
str_FOR.1997~str_ROC.2009,0.0868,7,14
str_FOR.1997~str_ROC.2017,0.0759,7,8
str_FOR.1997~str_SEC.2010,0.0864,7,6
str_FOR.1997~str_SHE.2010,0.0227,7,3
str_FOR.1997~str_SIL.2015,0.0223,7,6
str_FOR.1997~str_SLK.2015,0.131,7,20
str_FOR.1997~str_SNO.2010,0.1064,7,8
str_FOR.1997~str_TCR.2002,0.0518,7,9
str_FOR.1997~str_TCR.2017,0.082,7,14
str_FOR.1997~str_TNY.2001,0.1114,7,12
str_FOR.1997~str_TNY.2012,0.0383,7,3
str_FOR.1997~str_TOJ.2017,0.1199,7,17
str_FOR.1997~str_TRB.2010,0.0785,7,8
str_FOR.1997~str_UNK.0,0.0029,7,1
str_FOR.1997~str_UWF.2015,0.1268,7,9
str_FOR.1997~str_WAC.1997,0.1551,7,17
str_FOR.1997~str_WAC.2016,0.1075,7,8
str_FOR.1997~str_WHO.2011,0.1286,7,8
str_FOR.1997~str_WIC.2000,0.1151,7,16
str_FOR.1997~str_WIC.2017,0.1503,7,11
str_FOR.1997~str_WIL.1996,0.0488,7,8
