pop,pcrit,Neb,Neb_lCI,Neb_uCI,He_Ne,He_lCIp,He_uCIp,LDNe,LDNe_lCIp,LDNe_uCIp,LDNe_lCIj,LDNe_uCIj,facet
WAL.2011,0.02,2.6,1.8,3.4,3.2,2.5,4.4,Inf,Inf,Inf,3.2,Inf,watershed.year
WAL.2011,0.01,2.6,1.8,3.4,3.2,2.5,4.4,Inf,Inf,Inf,3.2,Inf,watershed.year
WAL.2015,0.05,0.6,0.6,0.7,2.5,2.1,3,95.7,64,176,33.7,Inf,watershed.year
WAL.2015,0.02,0.6,0.6,0.7,4.5,3.8,5.6,18.4,16.9,20.2,11.1,34.4,watershed.year
WAL.2015,0.01,0.6,0.6,0.7,6.8,5.6,8.6,9,8.6,9.4,5.5,14.4,watershed.year
WAL.2017,0.05,1.9,1,3,1.6,1.3,2.2,Inf,Inf,Inf,Inf,Inf,watershed.year
WAL.2017,0.02,1.9,1,3,2.6,2,3.9,Inf,Inf,Inf,14.7,Inf,watershed.year
WAL.2017,0.01,1.9,1,3,2.6,2,3.9,Inf,Inf,Inf,14.7,Inf,watershed.year
WWH.1996,0.05,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.1996,0.02,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.1996,0.01,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.2011,0.05,5.8,2,11.5,4.5,3.1,8.6,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.2011,0.02,5.8,2,11.5,4.5,3.1,8.6,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.2011,0.01,5.8,2,11.5,4.5,3.1,8.6,Inf,Inf,Inf,Inf,Inf,watershed.year
YUB.2016,0.05,2.1,1.4,2.9,3.9,2.8,6.7,Inf,50.4,Inf,10.9,Inf,watershed.year
YUB.2016,0.02,2.1,1.4,2.9,5.6,4,9.9,Inf,95.2,Inf,16,Inf,watershed.year
YUB.2016,0.01,2.1,1.4,2.9,5.6,4,9.9,Inf,95.2,Inf,16,Inf,watershed.year
