OffspringID1	OffspringID2	Probability
SFH_LEE_2016_007	SFH_LEE_2016_016	0.004
SFH_LEE_2016_008	SFH_LEE_2016_017	0.005
SFH_LEE_2016_013	SFH_LEE_2016_014	0.002
SFH_LEE_2016_013	SFH_LEE_2016_016	0.006
SFH_LEE_2016_013	SFH_LEE_2016_017	0.002
SFH_LEE_2016_014	SFH_LEE_2016_016	0.249
SFH_LEE_2016_014	SFH_LEE_2016_017	0.006
SFH_LEE_2016_016	SFH_LEE_2016_017	0.006
SFH_NFG_2009_217	SFH_NFG_2009_218	0.001
SFH_NFG_2009_218	SFH_NFG_2009_221	0.007
SFH_NFG_2009_218	SFH_NFG_2009_222	0.016
SFH_NFG_2009_218	SFH_NFG_2009_223	0.007
SFH_NFG_2009_218	SFH_NFG_2009_224	0.016
SFH_NFG_2009_219	SFH_NFG_2009_220	0.208
SFH_NFG_2009_219	SFH_NFG_2009_223	0.02
SFH_NFG_2009_219	SFH_NFG_2009_224	0.068
SFH_NFG_2009_220	SFH_NFG_2009_223	0.004
SFH_NFG_2009_221	SFH_NFG_2009_222	0.148
SFH_NFG_2009_221	SFH_NFG_2009_224	0.001
SFH_NFG_2009_223	SFH_NFG_2009_224	0.792
SFH_PEC_2018_003	SFH_PEC_2018_005	0.013
SFH_PEC_2018_003	SFH_PEC_2018_010	0.003
SFH_PEC_2018_004	SFH_PEC_2018_008	0.933
SFH_PEC_2018_005	SFH_PEC_2018_010	0.998
SFH_PEC_2018_009	SFH_PEC_2018_012	0.139
SFH_PEC_2018_009	SFH_PEC_2018_016	0.004
SFH_PEC_2018_009	SFH_PEC_2018_025	0.003
SFH_PEC_2018_011	SFH_PEC_2018_012	0.006
SFH_PEC_2018_016	SFH_PEC_2018_025	0.963
SFH_PEC_2018_019	SFH_PEC_2018_021	0.315
SFL_SEC_2010_159	SFL_SNO_2010_453	0.006
SFL_SEC_2010_159	SFL_SNO_2010_454	0.038
SFL_SEC_2010_159	SFL_TRB_2010_114	0.001
SFL_SEC_2010_160	SFL_TRB_2010_107	0.411
SFL_SEC_2010_160	SFL_TRB_2010_115	0.288
SFL_SEC_2010_161	SFL_SEC_2010_162	0.148
SFL_SEC_2010_161	SFL_SNO_2010_459	0.43
SFL_SEC_2010_162	SFL_SNO_2010_459	0.002
SFL_SEC_2010_162	SFL_TRB_2010_112	0.001
SFL_SHE_2010_210	SFL_TRB_2010_111	0.025
SFL_SHE_2010_211	SFL_TRB_2010_105	0.998
SFL_SHE_2010_211	SFL_TRB_2010_110	0.173
SFL_SNO_2010_452	SFL_SNO_2010_456	0.996
SFL_SNO_2010_452	SFL_SNO_2010_457	0.955
SFL_SNO_2010_453	SFL_SNO_2010_454	0.844
SFL_SNO_2010_454	SFL_SNO_2010_455	0.006
SFL_SNO_2010_456	SFL_SNO_2010_457	0.326
SFL_SNO_2010_458	SFL_TRB_2010_103	0.898
SFL_SNO_2010_458	SFL_TRB_2010_104	0.417
SFL_SNO_2010_458	SFL_TRB_2010_110	0.012
SFL_TRB_2010_103	SFL_TRB_2010_104	0.999
SFL_TRB_2010_103	SFL_TRB_2010_110	0.012
SFL_TRB_2010_104	SFL_TRB_2010_110	0.012
SFL_TRB_2010_105	SFL_TRB_2010_110	0.302
SFL_TRB_2010_107	SFL_TRB_2010_115	0.661
SFL_TRB_2010_113	SFL_TRB_2010_114	0.967
STE_BGA_2000_002	STE_BGA_2000_014	0.147
STE_BGA_2000_013	STE_BGA_2000_014	0.002
STE_CWC_2000_001	STE_CWC_2000_013	0.002
STE_CWC_2000_002	STE_CWC_2000_006	0.002
STE_CWC_2000_002	STE_CWC_2000_014	0.325
STE_CWC_2000_003	STE_CWC_2000_004	0.11
STE_CWC_2000_003	STE_CWC_2000_006	0.047
STE_CWC_2000_003	STE_CWC_2000_008	0.941
STE_CWC_2000_003	STE_CWC_2000_011	0.322
STE_CWC_2000_003	STE_CWC_2000_012	0.875
STE_CWC_2000_003	STE_CWC_2000_013	0.024
STE_CWC_2000_003	STE_CWC_2000_016	0.857
STE_CWC_2000_003	STE_CWC_2000_017	0.871
STE_CWC_2000_003	STE_CWC_2000_018	0.967
STE_CWC_2000_004	STE_CWC_2000_006	0.023
STE_CWC_2000_004	STE_CWC_2000_008	0.084
STE_CWC_2000_004	STE_CWC_2000_011	0.063
STE_CWC_2000_004	STE_CWC_2000_012	0.097
STE_CWC_2000_004	STE_CWC_2000_013	0.089
STE_CWC_2000_004	STE_CWC_2000_016	0.1
STE_CWC_2000_004	STE_CWC_2000_017	0.037
STE_CWC_2000_004	STE_CWC_2000_018	0.125
STE_CWC_2000_006	STE_CWC_2000_008	0.032
STE_CWC_2000_006	STE_CWC_2000_011	0.02
STE_CWC_2000_006	STE_CWC_2000_012	0.015
STE_CWC_2000_006	STE_CWC_2000_013	0.021
STE_CWC_2000_006	STE_CWC_2000_015	0.107
STE_CWC_2000_006	STE_CWC_2000_016	0.021
STE_CWC_2000_006	STE_CWC_2000_017	0.011
STE_CWC_2000_006	STE_CWC_2000_018	0.048
STE_CWC_2000_007	STE_CWC_2000_013	0.038
STE_CWC_2000_008	STE_CWC_2000_011	0.185
STE_CWC_2000_008	STE_CWC_2000_012	0.811
STE_CWC_2000_008	STE_CWC_2000_013	0.004
STE_CWC_2000_008	STE_CWC_2000_016	0.497
STE_CWC_2000_008	STE_CWC_2000_017	0.976
STE_CWC_2000_008	STE_CWC_2000_018	0.813
STE_CWC_2000_011	STE_CWC_2000_012	0.235
STE_CWC_2000_011	STE_CWC_2000_013	0.284
STE_CWC_2000_011	STE_CWC_2000_016	0.274
STE_CWC_2000_011	STE_CWC_2000_017	0.283
STE_CWC_2000_011	STE_CWC_2000_018	0.287
STE_CWC_2000_012	STE_CWC_2000_013	0.028
STE_CWC_2000_012	STE_CWC_2000_016	0.962
STE_CWC_2000_012	STE_CWC_2000_017	0.97
STE_CWC_2000_012	STE_CWC_2000_018	0.899
STE_CWC_2000_013	STE_CWC_2000_015	0.006
STE_CWC_2000_013	STE_CWC_2000_016	0.03
STE_CWC_2000_013	STE_CWC_2000_017	0.013
STE_CWC_2000_013	STE_CWC_2000_018	0.026
STE_CWC_2000_016	STE_CWC_2000_017	0.862
STE_CWC_2000_016	STE_CWC_2000_018	0.894
STE_CWC_2000_017	STE_CWC_2000_018	0.61
STE_LTA_2000_005	STE_LTA_2000_007	0.048
STE_LTA_2000_005	STE_LTA_2000_017	0.004
STE_LTA_2000_007	STE_LTA_2000_017	0.135
STE_MSQ_2000_008	STE_MSQ_2000_010	0.773
SUM_MOH_2013_166	SUM_MOH_2013_217	0.005
SUM_MOH_2013_167	SUM_MOH_2013_212	0.187
SUM_MOH_2013_167	SUM_MOH_2013_219	0.006
SUM_MOH_2013_205	SUM_MOH_2013_217	0.085
TRU_POL_2016_007	TRU_POL_2016_016	0.017
TRU_POL_2016_007	TRU_POL_2016_018	0.045
TRU_POL_2016_007	TRU_POL_2016_023	0.182
TRU_POL_2016_008	TRU_POL_2016_018	0.149
TRU_POL_2016_008	TRU_POL_2016_032	0.001
TRU_POL_2016_010	TRU_POL_2016_016	0.003
TRU_POL_2016_010	TRU_POL_2016_033	0.043
TRU_POL_2016_011	TRU_POL_2016_016	0.213
TRU_POL_2016_011	TRU_POL_2016_033	0.002
TRU_POL_2016_011	TRU_POL_2016_037	0.764
TRU_POL_2016_012	TRU_POL_2016_016	0.007
TRU_POL_2016_012	TRU_POL_2016_017	0.008
TRU_POL_2016_016	TRU_POL_2016_017	0.008
TRU_POL_2016_016	TRU_POL_2016_018	0.004
TRU_POL_2016_016	TRU_POL_2016_023	0.003
TRU_POL_2016_016	TRU_POL_2016_031	0.033
TRU_POL_2016_016	TRU_POL_2016_033	0.008
TRU_POL_2016_016	TRU_POL_2016_037	0.111
TRU_POL_2016_018	TRU_POL_2016_029	0.001
TRU_POL_2016_018	TRU_POL_2016_032	0.003
TRU_POL_2016_022	TRU_POL_2016_025	0.008
TRU_POL_2016_024	TRU_POL_2016_030	0.886
TRU_POL_2016_029	TRU_POL_2016_032	0.885
TRU_POL_2016_033	TRU_POL_2016_037	0.002
UPT_MEI_2017_005	UPT_MEI_2017_039	0.003
UPT_MEI_2017_008	UPT_MEI_2017_011	0.108
UPT_MEI_2017_008	UPT_MEI_2017_030	0.01
UPT_MEI_2017_011	UPT_MEI_2017_030	0.006
UPT_MEI_2017_016	UPT_MEI_2017_018	0.242
UPT_MEI_2017_024	UPT_MEI_2017_044	0.804
UPT_MEI_2017_030	UPT_MEI_2017_052	0.006
UPT_MEI_2017_030	UPT_MEI_2017_059	0.017
WAL_BYD_2015_001	WAL_BYD_2015_016	0.001
WAL_BYD_2015_001	WAL_BYD_2015_020	0.002
WAL_BYD_2015_001	WAL_BYD_2015_114	0.002
WAL_BYD_2015_001	WAL_BYD_2015_124	0.001
WAL_BYD_2015_003	WAL_BYD_2015_009	0.989
WAL_BYD_2015_003	WAL_BYD_2015_011	0.933
WAL_BYD_2015_003	WAL_BYD_2015_012	0.856
WAL_BYD_2015_003	WAL_BYD_2015_014	0.997
WAL_BYD_2015_003	WAL_BYD_2015_015	0.999
WAL_BYD_2015_003	WAL_BYD_2015_022	0.9
WAL_BYD_2015_003	WAL_BYD_2015_039	0.754
WAL_BYD_2015_003	WAL_BYD_2015_120	0.958
WAL_BYD_2015_003	WAL_BYD_2015_125	0.811
WAL_BYD_2015_003	WAL_BYD_2015_213	0.966
WAL_BYD_2015_004	WAL_BYD_2015_013	0.008
WAL_BYD_2015_004	WAL_BYD_2015_047	0.048
WAL_BYD_2015_005	WAL_BYD_2015_013	0.002
WAL_BYD_2015_006	WAL_BYD_2015_019	0.957
WAL_BYD_2015_006	WAL_BYD_2015_020	0.067
WAL_BYD_2015_008	WAL_BYD_2015_016	0.04
WAL_BYD_2015_008	WAL_BYD_2015_017	0.696
WAL_BYD_2015_008	WAL_BYD_2015_020	0.17
WAL_BYD_2015_008	WAL_BYD_2015_041	0.713
WAL_BYD_2015_008	WAL_BYD_2015_042	0.996
WAL_BYD_2015_008	WAL_BYD_2015_114	0.518
WAL_BYD_2015_008	WAL_BYD_2015_124	0.353
WAL_BYD_2015_009	WAL_BYD_2015_011	0.547
WAL_BYD_2015_009	WAL_BYD_2015_012	0.902
WAL_BYD_2015_009	WAL_BYD_2015_014	0.904
WAL_BYD_2015_009	WAL_BYD_2015_015	0.873
WAL_BYD_2015_009	WAL_BYD_2015_022	0.936
WAL_BYD_2015_009	WAL_BYD_2015_039	0.767
WAL_BYD_2015_009	WAL_BYD_2015_120	0.957
WAL_BYD_2015_009	WAL_BYD_2015_125	0.212
WAL_BYD_2015_009	WAL_BYD_2015_213	0.882
WAL_BYD_2015_010	WAL_BYD_2015_218	0.028
WAL_BYD_2015_011	WAL_BYD_2015_012	0.936
WAL_BYD_2015_011	WAL_BYD_2015_014	0.827
WAL_BYD_2015_011	WAL_BYD_2015_015	0.844
WAL_BYD_2015_011	WAL_BYD_2015_022	0.744
WAL_BYD_2015_011	WAL_BYD_2015_039	0.948
WAL_BYD_2015_011	WAL_BYD_2015_120	0.127
WAL_BYD_2015_011	WAL_BYD_2015_125	0.95
WAL_BYD_2015_011	WAL_BYD_2015_213	0.013
WAL_BYD_2015_012	WAL_BYD_2015_014	0.728
WAL_BYD_2015_012	WAL_BYD_2015_015	0.967
WAL_BYD_2015_012	WAL_BYD_2015_022	0.479
WAL_BYD_2015_012	WAL_BYD_2015_039	0.986
WAL_BYD_2015_012	WAL_BYD_2015_120	0.987
WAL_BYD_2015_012	WAL_BYD_2015_125	0.88
WAL_BYD_2015_012	WAL_BYD_2015_213	0.916
WAL_BYD_2015_013	WAL_BYD_2015_047	0.049
WAL_BYD_2015_013	WAL_BYD_2015_115	0.012
WAL_BYD_2015_013	WAL_BYD_2015_123	0.018
WAL_BYD_2015_014	WAL_BYD_2015_015	0.985
WAL_BYD_2015_014	WAL_BYD_2015_022	0.814
WAL_BYD_2015_014	WAL_BYD_2015_039	0.866
WAL_BYD_2015_014	WAL_BYD_2015_120	0.758
WAL_BYD_2015_014	WAL_BYD_2015_125	0.87
WAL_BYD_2015_014	WAL_BYD_2015_213	0.792
WAL_BYD_2015_015	WAL_BYD_2015_022	0.552
WAL_BYD_2015_015	WAL_BYD_2015_039	0.795
WAL_BYD_2015_015	WAL_BYD_2015_120	0.989
WAL_BYD_2015_015	WAL_BYD_2015_125	0.819
WAL_BYD_2015_015	WAL_BYD_2015_213	0.513
WAL_BYD_2015_016	WAL_BYD_2015_017	0.247
WAL_BYD_2015_016	WAL_BYD_2015_020	0.363
WAL_BYD_2015_016	WAL_BYD_2015_041	0.533
WAL_BYD_2015_016	WAL_BYD_2015_042	0.607
WAL_BYD_2015_016	WAL_BYD_2015_114	0.517
WAL_BYD_2015_016	WAL_BYD_2015_124	0.811
WAL_BYD_2015_017	WAL_BYD_2015_020	0.29
WAL_BYD_2015_017	WAL_BYD_2015_041	0.469
WAL_BYD_2015_017	WAL_BYD_2015_042	0.988
WAL_BYD_2015_017	WAL_BYD_2015_114	0.178
WAL_BYD_2015_017	WAL_BYD_2015_124	0.837
WAL_BYD_2015_019	WAL_BYD_2015_020	0.067
WAL_BYD_2015_020	WAL_BYD_2015_041	0.368
WAL_BYD_2015_020	WAL_BYD_2015_042	0.279
WAL_BYD_2015_020	WAL_BYD_2015_114	0.372
WAL_BYD_2015_020	WAL_BYD_2015_117	0.026
WAL_BYD_2015_020	WAL_BYD_2015_119	0.002
WAL_BYD_2015_020	WAL_BYD_2015_124	0.42
WAL_BYD_2015_020	WAL_BYD_2015_217	0.002
WAL_BYD_2015_020	WAL_BYD_2015_219	0.002
WAL_BYD_2015_022	WAL_BYD_2015_039	0.646
WAL_BYD_2015_022	WAL_BYD_2015_120	0.347
WAL_BYD_2015_022	WAL_BYD_2015_125	0.374
WAL_BYD_2015_022	WAL_BYD_2015_213	0.464
WAL_BYD_2015_038	WAL_BYD_2015_046	0.522
WAL_BYD_2015_038	WAL_BYD_2015_122	0.517
WAL_BYD_2015_038	WAL_BYD_2015_123	0.001
WAL_BYD_2015_039	WAL_BYD_2015_120	0.771
WAL_BYD_2015_039	WAL_BYD_2015_125	0.936
WAL_BYD_2015_039	WAL_BYD_2015_213	0.513
WAL_BYD_2015_040	WAL_BYD_2015_116	0.973
WAL_BYD_2015_040	WAL_BYD_2015_216	0.064
WAL_BYD_2015_041	WAL_BYD_2015_042	0.419
WAL_BYD_2015_041	WAL_BYD_2015_114	0.683
WAL_BYD_2015_041	WAL_BYD_2015_124	0.7
WAL_BYD_2015_042	WAL_BYD_2015_114	0.587
WAL_BYD_2015_042	WAL_BYD_2015_124	0.625
WAL_BYD_2015_043	WAL_BYD_2015_123	0.086
WAL_BYD_2015_045	WAL_BYD_2015_221	0.975
WAL_BYD_2015_046	WAL_BYD_2015_122	0.226
WAL_BYD_2015_046	WAL_BYD_2015_123	0.001
WAL_BYD_2015_047	WAL_BYD_2015_115	0.001
WAL_BYD_2015_047	WAL_BYD_2015_123	0.013
WAL_BYD_2015_113	WAL_BYD_2015_214	0.754
WAL_BYD_2015_113	WAL_BYD_2015_216	0.928
WAL_BYD_2015_114	WAL_BYD_2015_124	0.071
WAL_BYD_2015_115	WAL_BYD_2015_123	0.004
WAL_BYD_2015_115	WAL_BYD_2015_217	0.02
WAL_BYD_2015_116	WAL_BYD_2015_216	0.066
WAL_BYD_2015_119	WAL_BYD_2015_123	0.032
WAL_BYD_2015_119	WAL_BYD_2015_217	0.687
WAL_BYD_2015_119	WAL_BYD_2015_219	0.523
WAL_BYD_2015_119	WAL_BYD_2015_223	0.019
WAL_BYD_2015_120	WAL_BYD_2015_125	0.17
WAL_BYD_2015_120	WAL_BYD_2015_213	0.966
WAL_BYD_2015_121	WAL_BYD_2015_218	0.832
WAL_BYD_2015_122	WAL_BYD_2015_123	0.001
WAL_BYD_2015_123	WAL_BYD_2015_217	0.036
WAL_BYD_2015_123	WAL_BYD_2015_219	0.021
WAL_BYD_2015_123	WAL_BYD_2015_223	0.002
WAL_BYD_2015_125	WAL_BYD_2015_213	0.095
WAL_BYD_2015_214	WAL_BYD_2015_216	0.701
WAL_BYD_2015_217	WAL_BYD_2015_219	0.028
WAL_BYD_2015_217	WAL_BYD_2015_223	0.014
WAL_LWF_2015_001	WAL_LWF_2015_002	0.003
WAL_LWF_2015_001	WAL_LWF_2015_003	0.696
WAL_LWF_2015_001	WAL_LWF_2015_006	0.003
WAL_LWF_2015_001	WAL_LWF_2015_007	0.02
WAL_LWF_2015_001	WAL_LWF_2015_008	0.017
WAL_LWF_2015_002	WAL_LWF_2015_003	0.001
WAL_LWF_2015_002	WAL_LWF_2015_004	0.029
WAL_LWF_2015_002	WAL_LWF_2015_006	0.087
WAL_LWF_2015_002	WAL_LWF_2015_007	0.03
WAL_LWF_2015_002	WAL_LWF_2015_010	0.002
WAL_LWF_2015_003	WAL_LWF_2015_007	0.003
WAL_LWF_2015_003	WAL_LWF_2015_008	0.003
WAL_LWF_2015_004	WAL_LWF_2015_007	0.058
WAL_LWF_2015_004	WAL_LWF_2015_008	0.013
WAL_LWF_2015_006	WAL_LWF_2015_007	0.031
WAL_LWF_2015_006	WAL_LWF_2015_008	0.006
WAL_LWF_2015_007	WAL_LWF_2015_008	0.006
WAL_LWF_2015_007	WAL_LWF_2015_010	0.012
WAL_LWF_2015_008	WAL_LWF_2015_010	0.018
WAL_MIL_2015_001	WAL_MIL_2015_002	0.003
WAL_MIL_2015_001	WAL_MIL_2015_005	0.752
WAL_MIL_2015_001	WAL_MIL_2015_006	0.667
WAL_MIL_2015_001	WAL_MIL_2015_008	0.002
WAL_MIL_2015_001	WAL_MIL_2015_013	0.877
WAL_MIL_2015_001	WAL_MIL_2015_018	0.809
WAL_MIL_2015_001	WAL_MIL_2015_022	0.74
WAL_MIL_2015_001	WAL_MIL_2015_025	0.094
WAL_MIL_2015_001	WAL_MIL_2015_026	0.621
WAL_MIL_2015_001	WAL_MIL_2015_031	0.984
WAL_MIL_2015_002	WAL_MIL_2015_005	0.003
WAL_MIL_2015_002	WAL_MIL_2015_006	0.006
WAL_MIL_2015_002	WAL_MIL_2015_008	0.111
WAL_MIL_2015_002	WAL_MIL_2015_010	0.001
WAL_MIL_2015_002	WAL_MIL_2015_013	0.003
WAL_MIL_2015_002	WAL_MIL_2015_018	0.003
WAL_MIL_2015_002	WAL_MIL_2015_020	0.002
WAL_MIL_2015_002	WAL_MIL_2015_022	0.003
WAL_MIL_2015_002	WAL_MIL_2015_024	0.001
WAL_MIL_2015_002	WAL_MIL_2015_025	0.003
WAL_MIL_2015_002	WAL_MIL_2015_026	0.003
WAL_MIL_2015_002	WAL_MIL_2015_031	0.003
WAL_MIL_2015_004	WAL_MIL_2015_006	0.173
WAL_MIL_2015_004	WAL_MIL_2015_007	0.254
WAL_MIL_2015_004	WAL_MIL_2015_008	0.053
WAL_MIL_2015_004	WAL_MIL_2015_023	0.958
WAL_MIL_2015_004	WAL_MIL_2015_025	0.328
WAL_MIL_2015_004	WAL_MIL_2015_026	0.206
WAL_MIL_2015_004	WAL_MIL_2015_038	0.931
WAL_MIL_2015_004	WAL_MIL_2015_040	0.894
WAL_MIL_2015_005	WAL_MIL_2015_006	0.565
WAL_MIL_2015_005	WAL_MIL_2015_008	0.002
WAL_MIL_2015_005	WAL_MIL_2015_013	0.787
WAL_MIL_2015_005	WAL_MIL_2015_018	0.753
WAL_MIL_2015_005	WAL_MIL_2015_022	0.901
WAL_MIL_2015_005	WAL_MIL_2015_025	0.132
WAL_MIL_2015_005	WAL_MIL_2015_026	0.344
WAL_MIL_2015_005	WAL_MIL_2015_031	0.966
WAL_MIL_2015_006	WAL_MIL_2015_007	0.189
WAL_MIL_2015_006	WAL_MIL_2015_008	0.02
WAL_MIL_2015_006	WAL_MIL_2015_009	0.01
WAL_MIL_2015_006	WAL_MIL_2015_013	0.431
WAL_MIL_2015_006	WAL_MIL_2015_018	0.532
WAL_MIL_2015_006	WAL_MIL_2015_022	0.032
WAL_MIL_2015_006	WAL_MIL_2015_023	0.252
WAL_MIL_2015_006	WAL_MIL_2015_025	0.054
WAL_MIL_2015_006	WAL_MIL_2015_026	0.563
WAL_MIL_2015_006	WAL_MIL_2015_031	0.588
WAL_MIL_2015_006	WAL_MIL_2015_038	0.112
WAL_MIL_2015_006	WAL_MIL_2015_040	0.065
WAL_MIL_2015_007	WAL_MIL_2015_008	0.044
WAL_MIL_2015_007	WAL_MIL_2015_011	0.023
WAL_MIL_2015_007	WAL_MIL_2015_019	0.023
WAL_MIL_2015_007	WAL_MIL_2015_023	0.777
WAL_MIL_2015_007	WAL_MIL_2015_025	0.668
WAL_MIL_2015_007	WAL_MIL_2015_026	0.068
WAL_MIL_2015_007	WAL_MIL_2015_038	0.941
WAL_MIL_2015_007	WAL_MIL_2015_040	0.082
WAL_MIL_2015_008	WAL_MIL_2015_009	0.115
WAL_MIL_2015_008	WAL_MIL_2015_010	0.004
WAL_MIL_2015_008	WAL_MIL_2015_013	0.002
WAL_MIL_2015_008	WAL_MIL_2015_018	0.002
WAL_MIL_2015_008	WAL_MIL_2015_020	0.004
WAL_MIL_2015_008	WAL_MIL_2015_022	0.002
WAL_MIL_2015_008	WAL_MIL_2015_023	0.053
WAL_MIL_2015_008	WAL_MIL_2015_024	0.015
WAL_MIL_2015_008	WAL_MIL_2015_025	0.037
WAL_MIL_2015_008	WAL_MIL_2015_026	0.028
WAL_MIL_2015_008	WAL_MIL_2015_030	0.006
WAL_MIL_2015_008	WAL_MIL_2015_031	0.002
WAL_MIL_2015_008	WAL_MIL_2015_038	0.053
WAL_MIL_2015_008	WAL_MIL_2015_040	0.053
WAL_MIL_2015_009	WAL_MIL_2015_011	0.001
WAL_MIL_2015_010	WAL_MIL_2015_020	0.654
WAL_MIL_2015_011	WAL_MIL_2015_019	0.501
WAL_MIL_2015_011	WAL_MIL_2015_032	0.004
WAL_MIL_2015_012	WAL_MIL_2015_019	0.009
WAL_MIL_2015_012	WAL_MIL_2015_024	0.001
WAL_MIL_2015_012	WAL_MIL_2015_032	0.001
WAL_MIL_2015_013	WAL_MIL_2015_018	0.905
WAL_MIL_2015_013	WAL_MIL_2015_022	0.916
WAL_MIL_2015_013	WAL_MIL_2015_025	0.068
WAL_MIL_2015_013	WAL_MIL_2015_026	0.468
WAL_MIL_2015_013	WAL_MIL_2015_031	0.723
WAL_MIL_2015_014	WAL_MIL_2015_024	0.003
WAL_MIL_2015_014	WAL_MIL_2015_032	0.002
WAL_MIL_2015_018	WAL_MIL_2015_022	0.575
WAL_MIL_2015_018	WAL_MIL_2015_025	0.028
WAL_MIL_2015_018	WAL_MIL_2015_026	0.528
WAL_MIL_2015_018	WAL_MIL_2015_031	0.704
WAL_MIL_2015_021	WAL_MIL_2015_039	0.575
WAL_MIL_2015_022	WAL_MIL_2015_025	0.169
WAL_MIL_2015_022	WAL_MIL_2015_026	0.416
WAL_MIL_2015_022	WAL_MIL_2015_031	0.753
WAL_MIL_2015_023	WAL_MIL_2015_025	0.525
WAL_MIL_2015_023	WAL_MIL_2015_026	0.249
WAL_MIL_2015_023	WAL_MIL_2015_038	0.981
WAL_MIL_2015_023	WAL_MIL_2015_040	0.969
WAL_MIL_2015_024	WAL_MIL_2015_030	0.072
WAL_MIL_2015_024	WAL_MIL_2015_032	0.056
WAL_MIL_2015_025	WAL_MIL_2015_026	0.071
WAL_MIL_2015_025	WAL_MIL_2015_031	0.036
WAL_MIL_2015_025	WAL_MIL_2015_038	0.687
WAL_MIL_2015_025	WAL_MIL_2015_040	0.293
WAL_MIL_2015_026	WAL_MIL_2015_031	0.657
WAL_MIL_2015_026	WAL_MIL_2015_038	0.255
WAL_MIL_2015_026	WAL_MIL_2015_040	0.079
WAL_MIL_2015_038	WAL_MIL_2015_040	0.452
WAL_MIL_2017_001	WAL_MIL_2017_003	0.998
WAL_MIL_2017_001	WAL_MIL_2017_005	0.302
WAL_MIL_2017_001	WAL_MIL_2017_007	0.807
WAL_MIL_2017_001	WAL_MIL_2017_010	0.913
WAL_MIL_2017_001	WAL_MIL_2017_011	0.008
WAL_MIL_2017_001	WAL_MIL_2017_013	0.129
WAL_MIL_2017_001	WAL_MIL_2017_015	0.793
WAL_MIL_2017_001	WAL_MIL_2017_021	0.97
WAL_MIL_2017_001	WAL_MIL_2017_026	0.992
WAL_MIL_2017_001	WAL_MIL_2017_027	0.649
WAL_MIL_2017_001	WAL_MIL_2017_030	0.003
WAL_MIL_2017_001	WAL_MIL_2017_033	0.98
WAL_MIL_2017_001	WAL_MIL_2017_034	0.974
WAL_MIL_2017_001	WAL_MIL_2017_036	0.937
WAL_MIL_2017_003	WAL_MIL_2017_005	0.488
WAL_MIL_2017_003	WAL_MIL_2017_007	0.716
WAL_MIL_2017_003	WAL_MIL_2017_010	0.694
WAL_MIL_2017_003	WAL_MIL_2017_011	0.008
WAL_MIL_2017_003	WAL_MIL_2017_013	0.039
WAL_MIL_2017_003	WAL_MIL_2017_015	0.419
WAL_MIL_2017_003	WAL_MIL_2017_021	0.646
WAL_MIL_2017_003	WAL_MIL_2017_026	0.917
WAL_MIL_2017_003	WAL_MIL_2017_027	0.527
WAL_MIL_2017_003	WAL_MIL_2017_030	0.003
WAL_MIL_2017_003	WAL_MIL_2017_033	0.917
WAL_MIL_2017_003	WAL_MIL_2017_034	0.981
WAL_MIL_2017_003	WAL_MIL_2017_036	0.927
WAL_MIL_2017_005	WAL_MIL_2017_007	0.882
WAL_MIL_2017_005	WAL_MIL_2017_010	0.305
WAL_MIL_2017_005	WAL_MIL_2017_011	0.008
WAL_MIL_2017_005	WAL_MIL_2017_013	0.173
WAL_MIL_2017_005	WAL_MIL_2017_015	0.975
WAL_MIL_2017_005	WAL_MIL_2017_021	0.058
WAL_MIL_2017_005	WAL_MIL_2017_026	0.59
WAL_MIL_2017_005	WAL_MIL_2017_027	0.444
WAL_MIL_2017_005	WAL_MIL_2017_030	0.003
WAL_MIL_2017_005	WAL_MIL_2017_033	0.523
WAL_MIL_2017_005	WAL_MIL_2017_034	0.039
WAL_MIL_2017_005	WAL_MIL_2017_036	0.397
WAL_MIL_2017_007	WAL_MIL_2017_010	0.129
WAL_MIL_2017_007	WAL_MIL_2017_011	0.008
WAL_MIL_2017_007	WAL_MIL_2017_013	0.856
WAL_MIL_2017_007	WAL_MIL_2017_015	1
WAL_MIL_2017_007	WAL_MIL_2017_021	0.97
WAL_MIL_2017_007	WAL_MIL_2017_026	0.717
WAL_MIL_2017_007	WAL_MIL_2017_027	0.07
WAL_MIL_2017_007	WAL_MIL_2017_030	0.003
WAL_MIL_2017_007	WAL_MIL_2017_033	0.5
WAL_MIL_2017_007	WAL_MIL_2017_034	0.886
WAL_MIL_2017_007	WAL_MIL_2017_036	0.838
WAL_MIL_2017_010	WAL_MIL_2017_011	0.008
WAL_MIL_2017_010	WAL_MIL_2017_013	0.048
WAL_MIL_2017_010	WAL_MIL_2017_015	0.086
WAL_MIL_2017_010	WAL_MIL_2017_021	0.792
WAL_MIL_2017_010	WAL_MIL_2017_026	0.986
WAL_MIL_2017_010	WAL_MIL_2017_027	0.802
WAL_MIL_2017_010	WAL_MIL_2017_030	0.003
WAL_MIL_2017_010	WAL_MIL_2017_033	0.898
WAL_MIL_2017_010	WAL_MIL_2017_034	0.472
WAL_MIL_2017_010	WAL_MIL_2017_036	0.891
WAL_MIL_2017_011	WAL_MIL_2017_013	0.009
WAL_MIL_2017_011	WAL_MIL_2017_015	0.008
WAL_MIL_2017_011	WAL_MIL_2017_019	0.062
WAL_MIL_2017_011	WAL_MIL_2017_021	0.008
WAL_MIL_2017_011	WAL_MIL_2017_026	0.008
WAL_MIL_2017_011	WAL_MIL_2017_027	0.008
